Casing_pressure,Tubing_pressure,Gas_production,Water_production,Water_gas_ratio,PI
3.86,2.75,1.5675,2,0.96,0
3.86,2.79,1.4144,2,1.06,0
3.85,2.76,2.352,2,0.64,0
3.85,2.77,1.3311,2,1.13,0
3.84,2.74,1.445,2,1.04,0
3.84,2.76,1.463,2,1.03,0
3.84,2.77,1.8777,2,0.8,0
3.84,2.77,1.8979,2,0.79,0
3.84,2.78,1.2744,2,1.18,0
3.83,2.74,1.5358,2,0.98,0
3.83,2.74,1.5066,2,1,0
4.11,2.75,1.6535,2,0.91,0
3.81,2.73,1.6065,2,0.93,0
3.65,2.3,1.0106,2,1.48,0
3.71,2.31,2.3405,2,0.64,0
3.9,3.13,1.8609,2,0.81,0
3.93,3.07,1.5981,2,0.94,0
3.93,3.02,1.5614,2,0.96,0
3.93,3,1.6677,2,0.9,0
3.9,2.96,1.8114,2,0.83,0
3.9,2.97,1.89,2,1.06,0
3.98,3.18,2.5137,2,0.8,0
3.98,3.15,2.41,2,0.83,0
3.98,3.15,2.39,2,0.84,0
3.96,3.07,3.51,2,0.57,0
4,3.13,1.4825,2,1.35,0
3.96,3.04,2.4,2,0.83,0
3.92,2.96,2.2,2,0.91,0
3.91,2.94,2,2,1,0
3.89,2.91,2.237,2,0.89,0
3.88,2.86,2.6,2,0.77,0
3.89,2.87,1.6,2,1.25,0
4.4,4.42,0.24,0,0,0
4.15,2.97,1.57,1,0.64,0
3.93,2.7,1.5,1,0.67,0
3.95,2.99,1.7,2,1.18,0
3.94,2.92,1.1,2,1.82,0
3.91,2.85,2.1,2,0.95,0
3.91,2.87,2,2,1,0
3.91,2.87,1.35,2,1.48,0
3.9,2.85,1.6,2,1.25,0
3.87,2.8,1.5001,1,0.67,0
3.86,2.79,2.228,1,0.45,0
3.84,2.75,1.7,1,0.59,0
3.87,3.86,1.6,1,0.63,2
4.06,2.98,2.1,2,0.95,0
3.99,2.89,1.76,2,1.14,0
3.95,2.84,1.6,1,0.63,0
3.92,2.83,1.62,2,1.23,0
3.89,2.79,2,2,1,0
3.87,2.75,1.9549,2,1.02,0
4,2.86,1.7525,2,1.14,0
3.87,2.78,2.0615,2,0.97,0
3.87,2.81,1.8519,2,1.08,0
3.86,2.79,2.0594,2,0.97,0
3.84,2.76,1.9098,2,1.05,0
6.43,5.11,6.89,6,0.87,0
6.37,5.07,5.39,6,1.11,0
6.41,5.33,5.86,5,0.85,0
6.4,5.21,5.99,5,0.84,0
6.41,5.17,6.13,3,0.49,0
6.4,5.21,5.52,2,0.36,0
6.41,5.27,7.16,6,0.84,0
6.39,5.23,6.51,5,0.77,0
6.4,5.3,5.3,4,0.75,0
6.42,5.34,5.5,5,0.91,0
6.46,5.49,6.2,5,0.81,0
6.47,5.49,5.1,5,0.98,0
6.47,5.45,6.1,5,0.82,0
6.41,5.21,5.8,5,0.86,0
6.33,5.1,5.69,5,0.88,0
6.3,5.04,5.29,4,0.76,0
6.45,5.51,5.31,7,1.32,0
6.45,5.43,7.04,6,0.85,0
6.41,5.46,6.8,6,0.88,0
6.41,5.45,6.19,5,0.81,0
6.43,5.43,7,6,0.86,0
6.38,5.34,6.42,5,0.78,0
6.38,5.37,7.25,6,0.83,3
6.66,5.44,6.27,6,0.96,0
6.45,5.12,6.79,6,0.88,0
6.36,5.06,6.69,6,0.9,0
6.37,5.14,5.49,5,0.91,0
6.39,5.34,5.54,5,0.9,0
6.58,5.79,4.6,4,0.87,0
6.39,5.28,7.46,4,0.54,0
6.38,5.28,7.75,5,0.65,0
6.3,5.24,7.5,5,0.67,0
6.34,5.26,7.3,4,0.55,0
6.39,5.49,7.21,5,0.69,0
6.36,5.44,7.09,5,0.71,0
6.32,5.25,8.29,4,0.48,0
6.1,4.67,6.85,4,0.58,0
6.05,4.67,6.6,1,0.15,0
6.04,4.73,6.91,4,0.58,0
6.1,4.45,6.84,3,0.44,0
5.97,4.67,6.9,3,0.43,0
5.97,4.72,6.71,2,0.3,0
5.97,4.77,9.79,2,0.2,0
6.02,4.95,9.79,2,0.2,0
6.2,5.43,8.67,6,0.69,0
6.25,5.53,7.39,4,0.54,0
6.32,5.59,6.82,5,0.73,0
6.29,5.52,7.6,6,0.79,0
6.37,5.76,7.12,8,1.12,0
6.29,5.47,5.05,5,0.99,0
6.24,5.42,8.57,6,0.7,0
6.27,5.53,8.4,6,0.71,0
6.29,5.54,7.69,3,0.39,0
6.3,5.52,6.28,4,0.64,0
6.42,5.72,7.12,7,0.98,0
6.42,5.67,7.02,7,1,0
7.14,5.4,5.4,4,0.74,0
7.65,5.97,5.06,4,0.79,0
6.55,5.42,8.32,6,0.72,0
5,5.47,7.12,6,0.84,0
5.97,5.5,7.89,5,0.63,0
4.66,5.32,8.92,5,0.56,0
6.47,5.36,7.81,5,0.64,0
6.4,5.39,7.78,7,0.9,0
6.35,5.26,5.91,5,0.85,0
5.34,5.68,6.98,6,0.86,0
6.36,5.29,6.77,6,0.89,0
5.38,5.35,6.51,6,0.92,0
6.34,5.47,5.7,5,0.88,0
6.28,5.37,9.24,6,0.65,0
6.29,5.34,6.33,6,0.95,0
6.28,5.42,6.22,6,0.97,0
6.28,5.41,5.82,6,1.03,0
6.35,5.55,5.58,6,1.08,0
6.35,5.56,5.2,4,0.77,0
6.37,5.64,5.45,4,0.73,0
6.36,5.64,3.99,5,1.25,0
5.65,5.58,4.32,4,0.93,0
5.82,5.44,5.54,5,0.9,0
6.09,5.54,5.86,5,0.85,0
5.74,5.67,5.83,5,0.86,0
4.81,5.95,4.51,4,0.89,0
4.5,5.96,5.02,3,0.6,0
4.5,5.96,6.05,6,0.99,0
6.31,5.35,3.63,3,0.83,0
6.6,5.96,4.82,4,0.83,0
6.4,5.74,7.6,6,0.79,0
6.28,5.64,7.8,6,0.77,0
6.11,5.23,6.06,4,0.66,0
5.62,4.04,8.4,5,0.6,0
5.7,5.41,7.3,7,0.96,0
5.36,5.39,7.97,5,0.63,0
4.97,5.28,6.45,4,0.62,0
6.23,5.15,6.93,4,0.58,0
6.19,5.05,6.82,3,0.44,0
6.14,5,8.61,7,0.81,0
6.19,5.28,7.21,7,0.97,0
6.26,5.46,7.01,6,0.86,0
6.23,5.36,8.69,6,0.69,0
6.21,5.33,7.36,6,0.82,0
6.18,5.24,7.32,5,0.68,0
6.13,5.13,7.18,7,0.97,0
6.06,4.96,7.32,7,0.96,0
6.01,4.91,8.12,5,0.62,0
6,5,7.5,5,0.67,0
6.09,5.19,6.42,4,0.62,0
6.12,5.19,6.95,3,0.43,0
6.1,5.23,5.98,4,0.67,0
6.1,5.28,5.32,3,0.56,0
6.08,5.24,6.08,5,0.82,0
6.03,5.12,7.2,5,0.69,0
5.99,5.08,7.29,5,0.69,0
5.99,5.13,6.22,4,0.64,0
5.95,5.06,6.23,5,0.8,0
5.91,4.94,7.35,5,0.68,0
5.83,4.77,6.53,6,0.92,0
5.8,4.74,6.61,6,0.91,0
5.78,4.71,7.57,5,0.66,0
5.75,4.75,7.58,6,0.79,0
5.78,4.84,6.37,6,0.94,0
5.78,4.86,6.23,5,0.8,0
5.8,4.96,6.15,6,0.98,0
5.83,5.04,5.99,5,0.83,0
5.86,5.1,5.86,5,0.85,0
6.79,6.77,4.8,5,1.04,0
5.95,5.13,5.25,4,0.76,0
5.87,5,5.3,3,0.57,0
5.82,4.91,5.78,3,0.52,0
5.83,4.97,5.68,3,0.53,0
5.77,4.7,5.43,4,0.74,0
5.71,4.69,5.44,4,0.74,0
5.72,4.76,5.31,4,0.75,0
5.72,4.82,6,4,0.67,0
5.7,4.77,6.55,4,0.61,0
5.72,4.76,5.08,4,0.79,0
5.65,4.73,6.15,4,0.65,0
5.92,5.19,4.99,5,1,0
5.91,5.25,3.19,5,1.57,0
5.92,5.26,4.67,4,0.86,0
5.93,5.27,4.49,3,0.67,0
5.92,5.26,3.98,4,1.01,0
5.93,5.25,4.49,3,0.67,0
5.94,5.32,3.47,3,0.86,0
5.99,5.41,1.13,1,0.89,0
5.97,5.3,3.53,3,0.85,0
5.9,5.13,6.02,3,0.5,0
5.85,5.06,6.46,3,0.46,0
5.81,5,5.78,3,0.52,0
5.81,4.97,5.13,4,0.78,0
5.79,5.02,5.86,3,0.51,0
5.8,5.13,5.12,3,0.59,0
5.78,5.03,5.83,3,0.51,0
5.61,4.49,5.73,4,0.7,0
5.54,4.43,6.67,5,0.75,0
5.59,4.92,4.63,4,0.86,0
5.67,5.09,4.39,4,0.91,0
5.68,5.1,5.81,6,1.03,0
5.68,5.15,6.69,6,0.9,0
5.72,5.73,6.35,6,0.94,0
5.71,4.86,6.9,7,1.02,0
5.64,4.82,5.68,7,1.23,0
5.63,4.85,5.71,4,0.7,0
5.35,3.9,6.41,6,0.94,0
5.29,3.93,6.3,6,0.95,0
5.3,3.95,6.18,6,0.97,0
5.25,3.78,7.26,7,0.96,0
5.2,3.76,7.6,7,0.92,0
5.18,3.77,7.46,6,0.8,0
5.15,3.74,7.37,4,0.54,0
5.13,3.72,7.15,6,0.84,0
5.11,3.71,8.26,7,0.85,0
5.06,3.68,6.73,6,0.89,0
5.01,3.65,5.68,5,0.88,0
4.99,3.62,6.65,6,0.9,0
4.95,3.58,7.03,6,0.85,0
4.92,3.55,6.39,5,0.78,0
4.9,3.54,6.49,5,0.77,0
4.89,3.53,6.26,6,0.96,0
5.07,4.26,5.61,5,0.89,0
5.12,4.33,5.22,4,0.77,0
5.16,4.43,5.25,4,0.76,0
5.07,3.62,5.1,4,0.78,0
5.19,4.47,6.34,3,0.47,0
5.21,4.62,7.23,3,0.42,0
5.27,4.68,5.36,2,0.37,0
5.26,4.6,5.89,3,0.51,0
5.3,4.74,4.46,3,0.67,0
5.41,4.77,3.16,2,0.63,0
5.33,4.7,2.9,2,0.69,0
4.98,3.48,5.25,4,0.76,0
4.88,3.37,5.63,3,0.53,0
4.81,3.35,7.22,3,0.42,0
4.77,3.3,5.69,3,0.53,0
4.73,3.24,5.69,4,0.7,0
4.95,4.76,5.61,4,0.71,0
4.78,3.28,4.51,4,0.89,0
4.66,3.23,4.56,4,0.88,0
4.66,3.23,6.24,4,0.64,0
4.97,4.76,5.23,3,0.57,0
4.73,3.24,4.68,2,0.43,0
4.69,3.22,4.97,2,0.4,0
4.62,3.15,5.7,2,0.35,0
4.69,3.56,6.17,4,0.65,0
4.66,3.43,7.35,4,0.54,0
4.64,3.44,6.75,5,0.74,0
4.62,3.4,6.84,5,0.73,0
4.64,3.4,5.05,5,0.99,0
4.58,3.35,6.19,3,0.48,0
4.57,3.36,5.56,3,0.54,0
4.55,3.34,5.6,4,0.71,0
4.54,3.33,5.89,4,0.68,0
4.52,3.31,6.18,5,0.81,0
4.53,3.3,5.52,4,0.72,0
4.5,3.28,4.26,4,0.94,0
4.48,3.29,5.71,6,1.05,0
4.48,3.29,5.67,5,0.88,0
4.47,3.28,5.55,7,1.26,0
4.46,3.27,5.46,6,1.1,0
4.44,3.26,5.43,5,0.92,0
4.43,3.24,5.37,6,1.12,0
4.42,3.25,5.33,6,1.13,0
4.42,3.26,5,5,1,0
4.41,3.25,5.22,6,1.15,0
4.51,3.24,5.06,6,1.19,0
4.39,3.21,5.14,6,1.17,0
4.37,3.2,5.09,6,1.18,0
4.77,4.12,4.71,6,1.27,0
4.47,3.27,4.23,5,1.18,0
4.43,3.29,4.19,5,1.19,0
4.38,3.25,4.96,5,1.01,0
4.48,3.31,4.1,4,0.98,0
4.38,3.23,4.96,5,1.01,0
4.35,3.23,4.88,5,1.02,0
4.33,3.18,4.87,5,1.03,0
4.31,3.17,4.84,5,1.03,0
4.3,3.15,4.68,5,1.07,0
4.29,3.18,4.75,5,1.05,0
4.29,3.16,4.71,5,1.06,0
4.29,3.19,4.68,5,1.07,0
4.29,3.19,4.35,4,0.92,0
4.86,4.58,4.13,3,0.73,0
4.34,3.23,4.08,5,1.23,0
4.29,3.17,4.65,6,1.29,0
4.27,3.14,4.44,4,0.9,0
5.25,3.14,4.59,4,0.87,0
4.24,3.13,4.49,2,0.45,0
4.24,3.13,4.38,2,0.46,0
4.73,4.27,2.54,2,0.79,0
4.33,3.18,4.54,3,0.66,0
4.32,3.18,4.3,4,0.93,0
4.31,3.14,3.95,3,0.76,0
4.33,3.18,3.88,2,0.52,0
4.33,3.18,4.05,2,0.49,0
4.28,3.13,4.2,2,0.48,0
4.33,3.18,4.33,3,0.69,0
4.33,3.18,4.2,3,0.71,0
4.3,3.16,5.1,3,0.59,0
4.29,3.14,3.99,1,0.25,0
4.33,3,3.8,1,0.26,0
4.22,3.13,4,1,0.25,0
4.18,3.1,5.5,3,0.55,0
4.37,3.23,4.34,3,0.69,0
4.18,3.09,5.6,3,0.54,0
4.16,3.06,3.35,2,0.6,0
4.14,3.07,4.46,2,0.45,0
4.13,3.06,3.02,2,0.66,0
4.19,3.11,3.11,3,0.96,0
4.14,3.05,4.52,3,0.66,0
4.37,3.23,4.91,3,0.61,0
4.17,3.11,5.1,3,0.59,0
4.14,3.08,5.79,3,0.52,0
4.13,3.04,3.66,2,0.55,0
4.1,3.03,3.78,3,0.79,0
4.33,3.24,4.1,4,0.98,0
4.1,3,4.67,5,1.07,0
4.07,3.01,3.78,5,1.32,0
4.06,3,3.73,3,0.8,0
4.05,3.01,4.03,4,0.99,0
4.04,3.02,3.64,4,1.1,0
4.04,3.01,3.61,4,1.11,0
4.03,2.99,3.58,3,0.84,0
4.01,2.98,4.6,3,0.65,0
4,2.96,3.58,4,1.12,0
3.99,2.95,4.59,5,1.09,0
3.98,2.95,4.55,4,0.88,0
3.98,2.95,3.53,4,1.13,0
3.97,2.96,4.54,4,0.88,0
3.96,2.94,5.51,3,0.54,0
3.99,2.92,4.34,3,0.69,0
3.95,2.92,4.56,4,0.88,0
3.94,2.89,3.73,3,0.8,0
3.93,2.89,4.52,3,0.66,0
3.92,2.92,4.48,3,0.67,0
3.91,2.9,4.49,3,0.67,0
3.91,2.89,4.47,3,0.67,0
3.88,2.85,4.45,3,0.67,0
3.87,2.83,4.58,3,0.66,0
3.85,2.8,4.57,3,0.66,0
3.84,2.78,4.59,3,0.65,0
3.83,2.77,4.51,4,0.89,0
3.81,2.74,4.56,4,0.88,0
3.8,2.71,4.58,4,0.87,0
3.78,2.71,4.6,3,0.65,0
3.79,2.72,4.5,4,0.89,0
3.78,2.78,4.49,3,0.67,0
3.79,2.79,4.39,2,0.46,0
3.8,2.82,3.35,2,0.6,0
3.79,2.82,3.33,2,0.6,0
3.78,2.79,3.33,3,0.9,0
3.78,2.78,3.31,3,0.91,0
3.77,2.76,4.33,3,0.69,0
3.76,2.77,3.35,3,0.9,0
3.78,2.81,3.2,3,0.94,0
3.78,2.84,3.14,3,0.96,0
3.77,2.78,3.17,3,0.95,0
3.77,2.82,3.21,3,0.93,0
3.77,2.84,3.2,3,0.94,0
3.75,2.77,3.23,2,0.62,0
3.75,2.81,3.24,2,0.62,0
3.72,2.72,4.3,2,0.47,0
3.73,2.74,3.32,2,0.6,0
3.71,2.76,3.3,2,0.61,0
3.72,2.74,4.29,2,0.47,0
3.7,2.72,3.29,2,0.61,0
3.69,2.69,3.3,2,0.61,0
3.67,2.67,4.29,2,0.47,0
3.66,2.68,4.33,3,0.69,0
3.66,2.67,4.89,3,0.61,0
3.65,2.65,3.29,2,0.61,0
3.65,2.64,5.29,2,0.38,0
3.64,2.66,4.27,2,0.47,0
3.63,2.64,4.25,2,0.47,0
3.62,2.63,4.27,2,0.47,0
3.63,2.66,3.25,2,0.62,0
3.76,2.8,3.32,4,1.21,0
3.79,2.8,3.79,2,0.53,0
3.78,2.75,3.35,3,0.9,0
3.71,2.7,4.46,3,0.67,0
3.68,2.71,4.4,3,0.68,0
3.66,2.68,4.35,3,0.69,0
3.65,2.69,4.3,3,0.7,0
3.63,2.64,4.27,3,0.7,0
3.62,2.65,4.26,3,0.7,0
3.6,2.63,4.85,3,0.62,0
3.6,2.66,4.24,3,0.71,0
3.61,2.64,3.85,3,0.78,0
3.61,2.63,3.16,4,1.27,0
3.59,2.62,4.18,3,0.72,0
3.58,2.64,3.23,3,0.93,0
3.58,2.63,3.15,3,0.95,0
3.59,2.67,2.95,3,1.02,0
3.58,2.64,3.09,3,0.97,0
3.57,2.63,4.09,3,0.73,0
3.57,2.65,4.07,3,0.74,0
3.55,2.62,4.87,4,0.82,0
3.55,2.63,4.94,4,0.81,0
3.53,2.56,4.94,4,0.81,0
3.52,2.57,4.97,4,0.8,0
3.33,2.55,4.94,4,0.81,0
3.51,2.58,4.94,5,1.01,0
3.51,2.56,4.89,4,0.82,0
3.51,2.6,3.87,5,1.29,0
3.5,2.57,3.76,5,1.33,0
3.77,2.37,4.35,4,0.92,0
3.77,2.39,4.25,4,0.94,0
3.86,2.4,4.11,3,0.73,0
3.86,2.36,4,3,0.75,0
3.75,2.51,3.32,3,0.9,0
3.67,2.61,3.87,3,0.77,0
3.61,2.62,3.4,2,0.59,0
3.78,3.68,4.05,2,0.49,0
3.56,2.63,3.3,4,1.21,0
3.52,2.62,3.7,4,1.08,0
3.51,2.61,3.2,4,1.25,0
3.51,2.61,4.43,4,0.9,0
3.49,2.59,3.72,4,1.08,0
3.48,2.57,3.42,3,0.88,0
3.47,2.56,3.8,3,0.79,0
3.46,2.56,3.7,3,0.81,0
3.45,2.55,3.33,3,0.9,0
3.45,2.55,4.2,3,0.71,0
3.43,2.54,4.02,3,0.75,0
3.43,2.54,3.56,3,0.84,0
3.43,2.55,3.25,3,0.92,0
3.42,2.53,3.21,3,0.93,0
3.41,2.51,3.64,3,0.82,0
3.4,2.5,3.42,4,1.17,0
3.39,2.48,3.79,4,1.06,0
3.39,2.49,3.79,4,1.06,0
3.38,2.5,3.43,4,1.17,0
3.38,2.48,3.47,3,0.87,0
3.38,2.54,3.94,3,0.76,0
3.38,2.54,4.07,4,0.98,0
3.38,2.53,3.56,4,1.12,0
3.38,2.53,3.56,4,1.12,0
3.38,2.54,3.95,3,0.76,0
3.38,2.53,3.36,3,0.89,0
3.37,2.52,4.54,4,0.88,0
3.37,2.52,3.54,4,1.13,0
3.36,2.51,3.52,4,1.14,0
3.36,2.52,3.51,4,1.14,0
3.36,2.55,3.47,3,0.87,0
3.4,2.56,3.14,3,0.96,0
3.37,2.55,3.47,3,0.86,0
3.36,2.54,3.47,3,0.87,0
3.18,2.54,3.44,3,0.87,0
3.37,2.56,3.24,3,0.93,0
3.35,2.52,3.45,3,0.87,0
3.43,2.57,4.4,4,0.91,0
3.35,2.54,4.14,4,0.97,0
3.59,3.64,4.13,4,0.97,0
3.18,2.52,2.32,3,1.29,0
3.4,2.46,3.77,3,0.8,0
3.36,2.42,3.91,4,1.02,0
3.33,2.34,3.87,4,1.03,0
3.31,2.33,3.85,4,1.04,0
3.29,2.32,3.83,3,0.78,0
3.28,2.34,3.8,3,0.79,0
3.27,2.34,3.76,5,1.33,0
3.25,2.31,2.72,3,1.1,0
3.25,2.31,4.5,4,0.89,0
3.24,2.32,3.69,3,0.81,0
3.24,2.32,3.65,3,0.82,0
3.23,2.34,3.63,3,0.83,0
3.22,2.32,3.63,3,0.83,0
3.21,2.29,4.21,3,0.71,0
3.2,2.31,3.63,2,0.55,0
3.2,2.27,3.59,3,0.83,0
3.19,2.31,4.58,3,0.66,0
3.19,2.26,3.57,3,0.84,0
3.18,2.28,4.01,4,1,0
3.18,2.26,3.55,4,1.13,0
3.17,2.26,3.55,4,1.13,0
3.17,2.29,3.53,3,0.85,0
3.16,2.27,2.73,2,0.73,0
3.29,2.68,3.82,3,0.79,0
3.28,2.61,3.98,3,0.75,0
3.28,2.6,3.7,3,0.81,0
3.25,2.46,3,3,1,0
3.23,2.38,3.4,3,0.88,0
3.22,2.36,3.26,3,0.92,0
3.21,2.42,3.33,3,0.9,0
3.21,2.45,3.31,3,0.91,0
3.21,2.44,3.28,4,1.22,0
3.5,2.45,3.34,3,0.9,0
3.25,2.43,3.44,3,0.87,0
3.22,2.43,3.35,3,0.9,0
3.22,2.43,3.32,3,0.9,0
3.2,2.38,3.4,3,0.88,0
3.18,2.31,3.44,3,0.87,0
3.18,2.34,4.55,3,0.66,0
3.17,2.35,3.39,3,0.88,0
3.17,2.31,3.36,3,0.89,0
3.16,2.31,3.76,4,1.06,0
3.155,2.312,3.35,4,1.19,0
3.183,2.382,3.72,4,1.08,0
3.16,2.363,3.81,2,0.53,0
3.18,2.42,3.84,2,0.52,0
3.16,2.38,4.3,2,0.47,0
3.14,2.27,3.92,2,0.51,0
3.56,2.71,3.35,2,0.6,0
3.78,2.51,3.01,2,0.67,0
3.9,2.45,1.81,2,1.1,0
4.09,3.19,2.39,2,0.84,0
4.22,3.05,1.34,2,1.49,0
4.06,3.19,1.55,2,1.29,0
3.98,3.04,2.91,2,0.69,0
3.97,3.04,2.7,2,0.74,0
3.97,2.99,2.9,2,0.69,0
3.97,2.97,2,2,1,0
3.95,3.12,2.52,2,0.79,0
3.9,3.17,2.81,3,1.07,0
3.99,3.05,2.15,3,1.39,0
3.97,2.91,3,3,1,0
3.99,2.93,3.2,2,0.62,0
3.98,2.92,2.9,2,0.69,0
3.99,3.03,2.3,2,0.87,0
3.98,2.93,3.31,2,0.6,0
4,2.9,2.26,2,0.88,0
3.99,2.93,3.41,2,0.59,0
4.01,2.88,3.32,2,0.6,0
4.02,2.85,3.37,2,0.59,0
4.02,2.85,3,2,0.67,0
4.02,2.84,2.1,2,0.95,0
4,2.84,2.95,2,0.68,0
4.02,2.82,3.04,3,0.99,0
4.03,2.83,2.06,2,0.97,0
4.05,2.87,2.92,2,0.68,0
4.03,2.82,3,3,1,0
3.95,2.93,2.55,2,0.78,0
3.95,2.85,2.14,2,0.94,0
3.96,2.84,2.94,2,0.68,0
3.97,2.82,2.8,2,0.71,0
3.95,2.8,2.88,2,0.66,0
3.97,2.72,2.19,2,0.82,0
3.96,2.73,2.87,2,0.56,0
3.96,2.72,2.86,2,0.56,0
3.96,2.69,2.04,2,0.78,0
3.97,2.7,1.99,2,0.75,0
3.97,2.65,2.03,1,0.64,0
3.99,2.93,2.37,1,0.59,0
4.07,3.13,2.74,2,0.55,0
4.09,3.12,2.66,1,0.53,0
4.11,3.15,2.56,1,0.51,0
4.11,3.2,2.41,1,0.54,0
4.13,3.17,3.44,1,0.38,0
4.14,3.16,2.41,1,0.54,0
4.16,3.15,2.4,1,0.58,0
4.16,3.11,2.46,2,0.61,0
4.16,3.12,2.51,1,0.56,0
4.23,3.25,2.47,2,0.61,0
4.16,3.11,2.5,2,0.6,0
4.17,3.12,2.56,3,1.17,0
4.5,4.53,1.89,1,0.53,0
4.1,3.03,3.12,1,0.32,0
4.13,3.17,2.61,2,0.77,0
4.57,4.55,1.07,2,1.87,0
4.22,3.2,1.1,1,0.91,0
4.18,3.26,1.9,1,0.53,0
4.2,3.27,2,1,0.5,0
4.18,3.26,2.2,2,0.91,0
4.15,3.19,2.14,2,0.93,0
4.14,3.14,2.23,1,0.45,0
4.13,3.16,2.4,1,0.42,0
4.14,3.22,2.4,2,0.83,0
4.13,3.14,2.25,2,0.89,0
4.15,3.2,2.8,2,0.71,0
4.14,3.15,2.8,2,0.71,0
4.15,3.17,2.782,3,1.08,0
4.15,3.14,2.687,2,0.74,0
4.15,3.13,2.554,2,0.78,0
4.15,3.13,2.6,2,0.77,0
4.14,3.1,2.67,2,0.75,0
4.14,3.1,2.445,2,0.82,0
4.12,3.01,2.5,2,0.8,0
4.08,2.95,2.84,2,0.7,0
4.07,2.93,2.8,2,0.71,0
4.08,2.91,2.22,3,1.35,0
4.07,2.91,3.24,3,0.93,0
4.07,2.9,2.9,3,1.03,0
4.07,2.88,2.2,2,0.91,0
4.05,2.85,2,2,1,0
4.05,2.85,2.54,1,0.55,0
4.05,2.85,2.83,1,0.5,0
4.05,2.84,2.1,1,0.67,0
4.05,2.85,2.85,1,0.46,0
4.04,2.84,2.46,2,0.65,0
4.02,2.81,3.03,1,0.46,0
4.03,2.81,2.41,1,0.58,0
4.02,2.8,2.99,1,0.47,0
4.02,2.79,2.99,1,0.44,0
4.01,2.76,2.97,2,0.51,0
4.01,2.75,2.98,2,0.5,0
4.01,2.76,1.98,2,0.76,0
4,2.76,2.95,2,0.51,0
3.99,2.72,1.95,2,0.77,0
3.98,2.72,2.95,2,0.51,0
3.97,2.72,2.93,2,0.51,0
3.97,2.73,2.9,2,0.52,0
3.97,2.72,2.89,2,0.52,0
3.97,2.71,2.88,2,0.52,0
3.97,2.72,2.85,2,0.53,0
3.98,2.72,2.81,2,0.53,0
3.98,2.75,1.79,2,0.84,0
3.97,2.7,1.8,2,0.83,0
3.97,2.73,2.79,2,0.54,0
3.97,2.74,1.77,2,0.85,0
3.97,2.93,1.74,2,0.86,0
3.97,2.71,1.73,2,0.87,0
3.92,2.66,1.05,2,1.42,0
3.96,3.75,1.79,2,0.84,0
3.97,2.68,2.78,2,0.54,0
4.06,3.24,2.45,2,0.69,0
4.06,3.13,2.58,2,0.77,0
4.06,3.13,2.58,2,0.78,0
4.05,3.05,2.61,2,0.77,0
4.06,3.05,2.78,2,0.72,0
4.04,3.02,2.8,2,0.71,0
4.15,3.29,3.48,2,0.57,0
4.15,3.23,2.01,3,1.5,0
4.15,3.22,2.2,3,1.36,0
4.16,3.21,2.14,3,1.4,0
4.16,3.2,2.05,2,0.98,0
4.16,3.15,2.17,2,0.92,0
4.16,3.16,1.8,2,1.11,0
4.15,3.14,1.5,2,1.33,0
4.14,3.11,1.98,2,1.01,0
4.11,3.05,1.9,2,1.05,0
4.1,3.02,1.96,2,1.02,0
4.09,2.98,2.04,2,0.98,0
4.1,3,1.98,2,1.01,0
4.09,2.97,2.05,2,0.98,0
4.07,2.94,1.9,2,1.05,0
4.06,2.92,1.9,2,1.05,0
4.05,2.93,2,2,1,0
4.05,2.9,1.88,2,1.06,0
4.04,2.88,1.74,2,1.15,0
4.04,2.87,2.02,2,0.99,0
4.04,2.84,2.27,2,0.88,0
4.03,2.85,2.62,2,0.76,0
4.02,2.83,1.73,2,1.16,0
4,2.82,1.64,2,1.22,0
4,2.82,1.42,2,1.41,0
4,2.8,1.52,2,1.31,0
3.99,2.81,1.45,2,1.03,0
3.99,2.79,1.69,2,0.89,0
3.98,2.79,1.3,2,1.15,0
3.97,2.78,2.3,2,0.65,0
3.97,2.77,1.24,2,1.21,0
3.97,2.75,2.41,2,0.62,0
3.98,2.79,2.69,2,0.56,0
3.97,2.77,2.27,2,0.66,0
3.96,2.79,2.47,2,0.61,0
3.95,2.78,1.96,2,0.77,0
3.95,2.75,1.92,2,0.78,0
3.95,2.78,1.73,2,0.87,0
3.95,2.76,1.65,2,0.91,0
3.95,2.77,1.63,2,0.92,0
3.94,2.75,1.77,2,0.85,0
3.93,2.76,1.2,2,1.25,0
3.91,2.78,1.56,2,0.96,0
3.9,2.77,1.46,2,1.02,0
3.9,2.78,1.56,2,0.96,0
3.9,2.74,1.88,2,0.8,0
3.89,2.74,1.84,2,0.81,0
3.89,2.75,1.35,2,1.11,0
3.88,2.73,1.96,2,0.76,0
4.18,2.31,1.24,2,1.21,0
3.83,2.52,2.86,2,0.52,0
3.98,3.13,2.27,2,0.66,0
4.02,3.07,1.31,2,1.15,0
4.02,3.01,1.91,2,0.79,0
4.01,3,2.54,2,0.59,0
4,2.97,2.21,2,0.68,0
4,2.97,1.78,2,1.12,0
4.07,3.18,2.24,2,0.89,0
4.05,3.15,2,2,1,0
4.05,3.15,2.81,2,0.71,0
4.05,3.07,3.2,3,0.94,0
4.1,3.13,1.52,3,1.97,0
4.07,3.05,2.28,3,1.32,0
4.04,2.97,3.5,3,0.86,0
4.04,2.95,2.03,2,0.98,0
4.03,2.93,2.33,2,0.86,0
4.01,2.88,2,2,1,0
4.02,2.87,1.5,1,0.67,0
